Title,Permalink
"Should we celebrate festivals like Tulsi Vivah that were not celebrated during Prabhupada's times?",https://www.thespiritualscientist.com/if-festivals-like-tulasi-vivah-were-not-celebrated-during-srila-prabhupadas-times-then-should-we-as-devotees-celebrate-them/
"What happiness does the soul get in the spiritual world that it doesn't get in the material world?",https://www.thespiritualscientist.com/what-happens-to-the-soul-when-is-liberated-from-this-material-world/
"How dependent is karma on destiny and destiny on karma?",https://www.thespiritualscientist.com/how-dependent-is-karma-on-destiny-and-destiny-on-karma/
"If freewill is connected with desires and choices then how can we develop our intelligence so that we can desire and choose better",https://www.thespiritualscientist.com/if-freewill-is-connected-with-desires-and-choices-then-how-can-we-develop-our-intelligence-so-that-we-can-desire-and-choose-better/
"If we have lost a loved one, how can we deal with the grief?",https://www.thespiritualscientist.com/if-we-have-lost-a-loved-one-how-can-we-deal-with-the-grief/
"What is God's role in our sufferings, in the light of the Bhagavatam 10.14.08 verse tat te 'nukampam?",https://www.thespiritualscientist.com/what-is-gods-role-in-our-sufferings-in-the-light-of-the-bhagavatam-10-14-08-verse-tat-te-nukampam/
"If nature is inherently divine, then are the laws of nature, as explained by scientists, also divine?",https://www.thespiritualscientist.com/if-nature-is-inherently-divine-then-are-the-laws-of-nature-as-explained-by-scientists-also-divine/
"Understanding dementia - A Bhagavad-gita perspective - Chaitanya Charan",https://www.thespiritualscientist.com/understanding-dementia-a-bhagavad-gita-perspective-chaitanya-charan/
"Cricket Mania A Bhagavad-gita perspective; Seeing Kishna everywhere as his vibhuti; Wellington 2022",https://www.thespiritualscientist.com/cricket-mania-a-bhagavad-gita-perspective-seeing-kishna-everywhere-as-his-vibhuti-wellington-2022/
"When other sampradayas quote certain verses from scripture to prove that their particular founder is also an incarnation of God - How do we respond to such scriptural references?",https://www.thespiritualscientist.com/when-other-sampradayas-quote-certain-verses-from-scripture-to-prove-that-their-particular-founder-is-also-an-incarnation-of-god-how-do-we-respond-to-such-scriptural-references/
"How do we balance spiritual life with material life?",https://www.thespiritualscientist.com/how-do-we-balance-spiritual-life-with-material-life/
"Book distribution inspiration - how can we motivate ourselves spiritually for distributing Prabhupada's books during the marathon?",https://www.thespiritualscientist.com/book-distribution-inspiration-how-can-we-motivate-ourselves-spiritually-for-distributing-prabhupadas-books-during-the-marathon/
"How can Brahma be Narada's guru when Narada's body is spiritual and Brahma's body is material?",https://www.thespiritualscientist.com/how-can-brahma-be-naradas-guru-when-naradas-body-is-spiritual-and-brahmas-body-is-material/
"Just as there is a separate Brahma in every universe, is there a separate Narada as his son?",https://www.thespiritualscientist.com/just-as-there-is-a-separate-brahma-in-every-universe-is-there-a-separate-narada-as-his-son/
"What is the root cause of misdeeds? Is it avidya? How is it removed by bhakti?",https://www.thespiritualscientist.com/what-is-the-root-cause-of-misdeeds-is-it-avidya-how-is-it-removed-by-bhakti/
"If we have performed shraddha on Ekadashi, will we therefore go to hell, ref Bhag 7.14.20-23. How to atone?",https://www.thespiritualscientist.com/if-we-have-performed-shraddha-on-ekadashi-will-we-therefore-go-to-hell-ref-bhag-7-14-20-23-how-to-atone/
"Do our intentions to control the mind also come from the mind - or do they come from the soul with its own mind?",https://www.thespiritualscientist.com/do-our-intentions-to-control-the-mind-also-come-from-the-mind-or-do-they-come-from-the-soul-with-its-own-mind/
"Why does Krishna not make another world where we can be happy without him?",https://www.thespiritualscientist.com/why-does-krishna-not-make-another-world-where-we-can-be-happy-without-him/
"Can we hear beautiful bhajans if they are not sung by devotees?",https://www.thespiritualscientist.com/can-we-hear-beautiful-bhajans-if-they-are-not-sung-by-devotees/
"How do we understand Prabhupada's seemingly anti-woman statements?",https://www.thespiritualscientist.com/how-do-we-understand-prabhupadas-seemingly-anti-woman-statements/
"If it's impossible to find happiness without Krishna, aren't we being forced to love him?",https://www.thespiritualscientist.com/if-its-impossible-to-find-happiness-without-krishna-arent-we-being-forced-to-love-him/
"If someone is abused despite praying to Krishna for protection, isn't it easier for them to reject God?",https://www.thespiritualscientist.com/if-someone-is-abused-despite-praying-to-krishna-for-protection-isnt-it-easier-for-them-to-reject-god/
"Does our breath make the sound so 'ham - does that suggest we are God?",https://www.thespiritualscientist.com/does-our-breath-make-the-sound-so-ham-does-that-suggest-we-are-god/
"When a helpless girl is raped, does the Gita say that it happened due to her past karma? (Hindi)",https://www.thespiritualscientist.com/when-a-helpless-girl-is-raped-does-the-gita-say-that-it-happened-due-to-her-past-karma-hindi/
"Had all the Jews who were killed by Hitler done bad karma that led to their genocide",https://www.thespiritualscientist.com/had-all-the-jews-who-were-killed-by-hitler-done-bad-karma-that-led-to-their-genocide/
"Is our existence itself an unfairness and a mystery, wherein many big questions have no answers?",https://www.thespiritualscientist.com/is-our-existence-itself-an-unfairness-and-a-mystery-wherein-many-big-questions-have-no-answers/
"Can we hear bhajans sung by someone not from our movement?",https://www.thespiritualscientist.com/can-we-hear-bhajans-sung-by-someone-not-from-our-movement/
"Is initiation absolutely important when the guru inspiring us is not accessible?",https://www.thespiritualscientist.com/is-initiation-absolutely-important-when-the-guru-inspiring-us-is-not-accessible/
"If the soul is eternal, why is the world's population increasing (Hindi)",https://www.thespiritualscientist.com/if-the-soul-is-eternal-why-is-the-worlds-population-increasing-hindi/
"If eating meat is sinful, then are all the countries that are primarily non-vegetarian destined for hell? (Hindi)",https://www.thespiritualscientist.com/if-eating-meat-is-sinful-then-are-all-the-countries-that-are-primarily-non-vegetarian-destined-for-hell-hindi/
"How can we develop attachment to Krishna if we don't have it initially?",https://www.thespiritualscientist.com/how-can-we-develop-attachment-to-krishna-if-we-dont-have-it-initially/
"When we tolerate amid difficulties, how can we tolerate not out of helplessness but out of purposefulness?",https://www.thespiritualscientist.com/when-we-tolerate-amid-difficulties-how-can-we-tolerate-not-out-of-helplessness-but-out-of-purposefulness/
"What are the consequences of not following Bhagavad-gita?",https://www.thespiritualscientist.com/what-are-the-consequences-of-not-following-bhagavad-gita/
"Does the Gita provide skills or only will and values?",https://www.thespiritualscientist.com/does-the-gita-provide-skills-or-only-will-and-values/
"Why are temples closed during eclipses?",https://www.thespiritualscientist.com/why-are-temples-closed-during-eclipses/
"How can we know the mood of our spiritual master?",https://www.thespiritualscientist.com/how-can-we-know-the-mood-of-our-spiritual-master/
"How can we become more disciplined?",https://www.thespiritualscientist.com/how-can-we-become-more-disciplined/
"Is it better to set big goals that are inspiring or small goals that are achievable?",https://www.thespiritualscientist.com/is-it-better-to-set-big-goals-that-are-inspiring-or-small-goals-that-are-achievable/
"How can the Gita's teaching on work as worship inspire corporate excellence?",https://www.thespiritualscientist.com/how-can-the-gitas-teaching-on-work-as-worship-inspire-corporate-excellence/
"How can I grow spiritually when I have diverse spiritual interests and am hesitant about institutional affiliation?",https://www.thespiritualscientist.com/how-can-i-grow-spiritually-when-i-have-diverse-spiritual-interests-and-am-hesitant-about-institutional-affiliation/
"Is the Gita's teaching about transcending the modes, not just coming to goodness, relevant to the corporate world?",https://www.thespiritualscientist.com/is-the-gitas-teaching-about-transcending-the-modes-not-just-coming-to-goodness-relevant-to-the-corporate-world/
"If our institutional faith is shaken while our personal faith is strong, how can we progress?",https://www.thespiritualscientist.com/if-our-institutional-faith-is-shaken-while-our-personal-faith-is-strong-how-can-we-progress/
"How can the light of religion help a world in conflict?",https://www.thespiritualscientist.com/how-can-the-light-of-religion-help-a-world-in-conflict/
"Can fault finding be used constructively in devotional service?",https://www.thespiritualscientist.com/can-fault-finding-be-used-constructively-in-devotional-service/
"Should the problems in following authority be discussed only privately and not publicly?",https://www.thespiritualscientist.com/should-the-problems-in-following-authority-be-discussed-only-privately-and-not-publicly/
"When we lose our job which scriptural verses or sections can we turn to for guidance?",https://www.thespiritualscientist.com/when-we-lose-our-job-which-scriptural-verses-or-sections-can-we-turn-to-for-guidance/
"What's wrong with committing suicide when yogis ending their life is considered glorious?",https://www.thespiritualscientist.com/what-s-wrong-with-committing-suicide-when-yogis-ending-their-life-is-considered-glorious/
"If the outreach mood of a particular place doesn't zeal with our disposition, what can we do?",https://www.thespiritualscientist.com/if-the-outreach-mood-of-a-particular-place-doesnt-zeal-with-our-disposition-what-can-we-do/
"Is parakiya rasa present eternally in the spiritual world?",https://www.thespiritualscientist.com/is-parakiya-rasa-present-eternally-in-the-spiritual-world/
"Akrodha Paramananda song meaning, Nityananda Trayodashi 2023 class at Nashik, Hindi",https://www.thespiritualscientist.com/akrodha-paramananda-song-meaning-nityananda-trayodashi-2023-class-at-nashik-hindi/
"Prayers of Jiva in mothers womb - Srimad Bhagavatam Canto 3",https://www.thespiritualscientist.com/prayers-of-jiva-in-mothers-womb-srimad-bhagavatam-canto-3/
"What is the significance of the number three Why are sacred things often repeated thrice?",https://www.thespiritualscientist.com/what-is-the-significance-of-the-number-three-why-are-sacred-things-often-repeated-thrice/
"Even if God exists how does it matter to me?",https://www.thespiritualscientist.com/even-if-god-exists-how-does-it-matter-to-me/
"If we feel attracted to a particular person but don't want to pursue that relationship, what can we do?",https://www.thespiritualscientist.com/if-we-feel-attracted-to-a-particular-person-but-dont-want-to-pursue-that-relationship-what-can-we-do/
"When our urges become irresistible, what can we do?",https://www.thespiritualscientist.com/when-our-urges-become-irresistible-what-can-we-do/
"Explaining cow care to the contemporary world",https://www.thespiritualscientist.com/explaining-cow-care-to-the-contemporary-world/
"Is Srimad Bhagavatam anti-householder? Why does it criticize householders so much?",https://www.thespiritualscientist.com/is-srimad-bhagavatam-anti-householder-why-does-it-criticize-householders-so-much/
"From outer happiness to inner happiness",https://www.thespiritualscientist.com/from-outer-happiness-to-inner-happiness/
"Why Narada Muni gives spiritual wisdom through riddles; need for customized outreach",https://www.thespiritualscientist.com/why-narada-muni-gives-spiritual-wisdom-through-riddles-need-for-customized-outreach/
"Does the soul use its spiritual intelligence or material intelligence to realize its spirituality?",https://www.thespiritualscientist.com/does-the-soul-use-its-spiritual-intelligence-or-material-intelligence-to-realize-its-spirituality/
"Is Lord Ganesh jiva-tattva?",https://www.thespiritualscientist.com/is-lord-ganesh-jiva-tattva/
"How can the dead guide the living?",https://www.thespiritualscientist.com/how-can-the-dead-guide-the-living/
"How to respond to the controversy over the editing of Prabhupada's books?",https://www.thespiritualscientist.com/how-to-respond-to-the-controversy-over-the-editing-of-prabhupadas-books/
"Is investing in mutual funds violation of the regulatory principle against gambling?",https://www.thespiritualscientist.com/can-we-invest-in-mutual-funds-does-that-involve-breaking-the-regulative-principle-of-no-gambling/
"How to deal with a phobia that consumes our consciousness?",https://www.thespiritualscientist.com/how-to-deal-with-a-phobia-that-consumes-our-consciousness/
"Are second initiated devotees kanistha or madhyama?",https://www.thespiritualscientist.com/are-second-initiated-devotees-kanistha-or-madhyama/
"When devotees' hear while doing other activities, is that due to nature or poor prioritization?",https://www.thespiritualscientist.com/when-devotees-hear-while-doing-other-activities-is-that-due-to-nature-or-poor-prioritization/
"Can someone be growing spiritually and still relapsing to sense gratification?",https://www.thespiritualscientist.com/can-someone-be-growing-spiritually-and-still-relapsing-to-sense-gratification/
"If a disease limits our bhakti, should we see it as our past karma or as Krishna's mercy?",https://www.thespiritualscientist.com/if-a-disease-limits-our-bhakti-should-we-see-it-as-our-past-karma-or-as-krishnas-mercy/
"Why are feelings of inferiority increasing nowadays How can bhakti help?",https://www.thespiritualscientist.com/why-are-feelings-of-inferiority-increasing-nowadays-how-can-bhakti-help/
"Does saying that multiple causes may lead to one effect make karma theory vague and unprovable?",https://www.thespiritualscientist.com/does-saying-that-multiple-causes-may-lead-to-one-effect-make-karma-theory-vague-and-unprovable/
"Why are more people experiencing suicidal urges nowadays?",https://www.thespiritualscientist.com/why-are-more-people-experiencing-suicidal-urges-nowadays/
"Gaur Purnima class 2023 - What is Mahaprabhus mercy? How does it work?",https://www.thespiritualscientist.com/gaur-purnima-class-2023-what-is-mahaprabhus-mercy-how-does-it-work/
"What is the Gita perspective on organ donation?",https://www.thespiritualscientist.com/what-is-the-gita-perspective-on-organ-donation/
"When Lord Chaitanya hid his divinity, why do devotees broadcast his divinity?",https://www.thespiritualscientist.com/when-lord-chaitanya-hid-his-divinity-why-do-devotees-broadcast-his-divinity/
"When we lose something vital for both material and spiritual life, what can we do?",https://www.thespiritualscientist.com/when-we-lose-something-vital-for-both-material-and-spiritual-life-what-can-we-do/
"If we lose something material, how much should we endeavor to regain it?",https://www.thespiritualscientist.com/if-we-lose-something-material-how-much-should-we-endeavor-to-regain-it/
"What is the Bhagavad-gita perspective on chatGPT?",https://www.thespiritualscientist.com/what-is-the-bhagavad-gita-perspective-on-chatgpt/
"Can one action lead to a different karmic reaction? Can the reaction to be arson?",https://www.thespiritualscientist.com/can-one-action-lead-to-a-different-karmic-reaction-can-the-reaction-to-be-arson/
"If senior devotees don't support our ambitions to expand outreach, what can we do?",https://www.thespiritualscientist.com/if-senior-devotees-dont-support-our-ambitions-to-expand-outreach-what-can-we-do/
"Should we inform a senior devotee if they speak a material fact or story wrong in their class?",https://www.thespiritualscientist.com/should-we-inform-a-senior-devotee-if-they-speak-a-material-fact-or-story-wrong-in-their-class/
"What is the best way to study the Bhagavad Gita when there are so many classes, articles and commentaries available?",https://www.thespiritualscientist.com/what-is-the-best-way-to-study-the-bhagavad-gita-when-there-are-so-many-classes-articles-and-commentaries-available/
"Should spiritual leaders engage in politics?",https://www.thespiritualscientist.com/should-spiritual-leaders-engage-in-politics/
"Understanding Mayavada and dealing with Mayavadis: learning from Mahaprabhu?",https://www.thespiritualscientist.com/understanding-mayavada-and-dealing-with-mayavadis-learning-from-mahaprabhu/
"If we feel guilty about our inability to practice bhakti seriously, what can we do?",https://www.thespiritualscientist.com/if-we-feel-guilty-about-our-inability-to-practice-bhakti-seriously-what-can-we-do/
"Is it that the material world works according mechanisms?",https://www.thespiritualscientist.com/is-it-that-the-material-world-works-according-mechanisms/
"Bhagavad-gita insights for holistic health",https://www.thespiritualscientist.com/bhagavad-gita-insights-for-holistic-health/
"Study from different perspectives - HH SB Keshava Maharaj, HG Chaitanya Charan",https://www.thespiritualscientist.com/study-from-different-perspectives-hh-sb-keshava-maharaj-hg-chaitanya-charan/
"How the Bhagavad Gita is a message of love (Hindi)",https://www.thespiritualscientist.com/how-the-bhagavad-gita-is-a-message-of-love-hindi/
"Understanding the spiritual world: its relevance, rationale, resplendence",https://www.thespiritualscientist.com/understanding-the-spiritual-world-its-relevance-rationale-resplendence/
"Does love mean shielding our loved ones from their actions' consequences? PEER acronym",https://www.thespiritualscientist.com/does-love-mean-shielding-our-loved-ones-from-their-actions-consequences-peer-acronym/
"When we feel that our problems arose because we were misguided - Yamaduta-Yamaraja discussion 1",https://www.thespiritualscientist.com/when-we-feel-that-our-problems-arose-because-we-were-misguided-yamaduta-yamaraja-discussion-1/
"If we really have free will, how does God control everything? - Chaitanya Charan",https://www.thespiritualscientist.com/if-we-really-have-free-will-how-does-god-control-everything-chaitanya-charan/
"Given the many extremist statements in Islamic texts, does that religion lead to any divine truth?",https://www.thespiritualscientist.com/given-the-many-extremist-statements-in-islamic-texts-does-that-religion-lead-to-any-divine-truth/
"Why does Prabupada give devotional explanations for Bhagavad Gita sections that are not exactly devotional?",https://www.thespiritualscientist.com/why-does-prabupada-give-devotional-explanations-for-bhagavad-gita-sections-that-are-not-exactly-devotional/
"When Bhagavatam cosmology contradicts scientific cosmology, how can it be rationally accepted?",https://www.thespiritualscientist.com/when-bhagavatam-cosmology-contradicts-scientific-cosmology-how-can-it-be-rationally-accepted/
"If wine is bad why is it allowed in heavens?",https://www.thespiritualscientist.com/if-wine-is-bad-why-is-it-allowed-in-heavens/
"Why did Draupadi not defend herself when she was being dishonored?",https://www.thespiritualscientist.com/why-did-draupadi-not-defend-herself-when-she-was-being-dishonored/
"How were women educated in the past in Vedic culture?",https://www.thespiritualscientist.com/how-were-women-educated-in-the-past-in-vedic-culture/
"When someone is trying to manipulate us, should we still not get cross with them?",https://www.thespiritualscientist.com/when-someone-is-trying-to-manipulate-us-should-we-still-not-get-cross-with-them/
"Are there fixed set of needs that define human being?",https://www.thespiritualscientist.com/are-there-fixed-set-of-needs-that-define-human-being/
"Once we know what our needs are, how can we fulfill those needs?",https://www.thespiritualscientist.com/once-we-know-what-our-needs-are-how-can-we-fulfill-those-needs/
"The Kerala story - A Bhagavad Gita perspective",https://www.thespiritualscientist.com/the-kerala-story-a-bhagavad-gita-perspective/
"Can the law of attraction work without any physical effort?",https://www.thespiritualscientist.com/can-the-law-of-attraction-work-without-any-physical-effort/
"During Vedic animal sacrifices, were the animals killed before being offered into the fire?",https://www.thespiritualscientist.com/during-vedic-animal-sacrifices-were-the-animals-killed-before-being-offered-into-the-fire/
"What is the need to reword Prabhupada's message? Aren't his words enough?",https://www.thespiritualscientist.com/what-is-the-need-to-reword-prabhupadas-message-arent-his-words-enough/
"When forming friendships should we look for compatibility of astrological charts?",https://www.thespiritualscientist.com/when-forming-friendships-should-we-look-for-compatibility-of-astrological-charts/
"Is love of God available to followers of non-Vedic systems?",https://www.thespiritualscientist.com/is-love-of-god-available-to-followers-of-non-vedic-systems-2/
"As yoga refers to the connection and Patanjali is said to have taught yoga did he teach all the various ways of connecting?",https://www.thespiritualscientist.com/as-yoga-refers-to-the-connection-and-patanjali-is-said-to-have-taught-yoga-did-he-teach-all-the-various-ways-of-connecting/
"When every soul is spiritually individual, how are we all spiritually equal?",https://www.thespiritualscientist.com/when-every-soul-is-spiritually-individual-how-are-we-all-spiritually-equal/
"In the three scopes of meanings of the word Veda, which meaning is used by the Vedas themselves?",https://www.thespiritualscientist.com/in-the-three-scopes-of-meanings-of-the-word-veda-which-meaning-is-used-by-the-vedas-themselves-2/
"When Vedas are said to be superior to pratyaksha and anumana, which meaning of Veda is used?",https://www.thespiritualscientist.com/when-vedas-are-said-to-be-superior-to-pratyaksha-and-anumana-which-meaning-of-veda-is-used-2/
"Are Gita and Bhagavatam meant for less intelligent people because they are parts of smriti?",https://www.thespiritualscientist.com/are-gita-and-bhagavatam-meant-for-less-intelligent-people-because-they-are-parts-of-smriti-2/
"Does upasana kanda contain things other than bhakti?",https://www.thespiritualscientist.com/does-upasana-kanda-contain-things-other-than-bhakti-2/
"How do we understand contradictions in the scriptures?",https://www.thespiritualscientist.com/how-do-we-understand-contradictions-in-the-scriptures/
"Are the other 5 schools of Indian philosophy relevant for devotees - are they speculations?",https://www.thespiritualscientist.com/are-the-other-5-schools-of-indian-philosophy-relevant-for-devotees-are-they-speculations/
"How are Buddhism and Jainism different from Mayavada?",https://www.thespiritualscientist.com/how-are-buddhism-and-jainism-different-from-mayavada-2/
"If madhurya rasa is taught in other traditions, then what is unique about the Gaudiya tradition?",https://www.thespiritualscientist.com/if-madhurya-rasa-is-taught-in-other-traditions-then-what-is-unique-about-the-gaudiya-tradition-2/
"What is the destination of the yogis who meditated on paramatma?",https://www.thespiritualscientist.com/what-is-the-destination-of-the-yogis-who-meditated-on-paramatma/
"When Bhagavatam is the commentary on Vedanta-sutra, why do Advaitins still study Vedanta-sutra?",https://www.thespiritualscientist.com/when-bhagavatam-is-the-commentary-on-vedanta-sutra-why-do-advaitins-still-study-vedanta-sutra-2/
"Is depression caused by the lower modes If so then how does medication help?",https://www.thespiritualscientist.com/is-depression-caused-by-the-lower-modes-if-so-then-how-does-medication-help/
"If we are not absorbed in kirtan, will we not go back to Godhead?",https://www.thespiritualscientist.com/if-we-are-not-absorbed-in-kirtan-will-we-not-go-back-to-godhead/
"When we are unable to apply the philosophy what can we do?",https://www.thespiritualscientist.com/when-we-are-unable-to-apply-the-philosophy-what-can-we-do/
"As life is so short, should we spend it in learning Sanskrit or just focus on chanting?",https://www.thespiritualscientist.com/as-life-is-so-short-should-we-spend-it-in-learning-sanskrit-or-just-focus-on-chanting/
"When someone is misleading others and we need to stop them how can we do so more calmly?",https://www.thespiritualscientist.com/when-someone-is-misleading-others-and-we-need-to-stop-them-how-can-we-do-so-more-calmly/
"When various paths are accepted in Hinduism, why does ISKCON criticize impersonalism ?",https://www.thespiritualscientist.com/when-various-paths-are-accepted-in-hinduism-why-does-iskcon-criticize-impersonalism/
"Even after his spiritual awakening, why did Vritrasura keep fighting against Indra?",https://www.thespiritualscientist.com/even-after-his-spiritual-awakening-why-did-vritrasura-keep-fighting-against-indra/
"Why did Vritrasura fight as a demon and not become pious?",https://www.thespiritualscientist.com/why-did-vritrasura-fight-as-a-demon-and-not-become-pious/
"India Train Crash: A Bhagavad Gita Perspective",https://www.thespiritualscientist.com/india-train-crash-a-bhagavad-gita-perspective/
"Do we need to dress and bathe our home Deities daily to treat them personally?",https://www.thespiritualscientist.com/do-we-need-to-dress-and-bathe-our-home-deities-daily-to-treat-them-personally/
"Was Ravana an ideal brother for he risked his life to avenge his sister's dishonor?",https://www.thespiritualscientist.com/was-ravana-an-ideal-brother-for-he-risked-his-life-to-avenge-his-sisters-dishonor/
"Why does Bhaktivinoda T say that sakhya rasa, a lower rasa, manifested beyond India after vatsalya rasa, which is a higher rasa?",https://www.thespiritualscientist.com/why-does-bhaktivinoda-t-say-that-sakhya-rasa-a-lower-rasa-manifested-beyond-india-after-vatsalya-rasa-which-is-a-higher-rasa/
"Does Krishna discard karma yoga or varnasrama in Gita 18.66?",https://www.thespiritualscientist.com/does-krishna-discard-karma-yoga-or-varnasrama-in-gita-18-66/
